PeakID (cmd=annotatePeaks.pl bam_atac.mRp.clN_peaks.narrowPeak dm3_rel78.fa.gz -gid -gtf Drosophila_melanogaster.BDGP5.78.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
bam_atac.mRp.clN_peak_12126	3R	19974705	19975472	+	39	NA	promoter-TSS (FBgn0051133)	protein_coding-promoter-TSS (FBgn0051133)	-443	FBgn0051133	FBgn0051133	FBtr0084583			Slimp			protein_coding
bam_atac.mRp.clN_peak_14758	X	16202533	16202911	+	39	NA	promoter-TSS (FBgn0030737)	protein_coding-promoter-TSS (FBgn0030737)	-306	FBgn0030737	FBgn0030737	FBtr0074240			CG9914			protein_coding
bam_atac.mRp.clN_peak_10686	3R	9794663	9795443	+	39	NA	intron (FBgn0264493, intron 8 of 8)	protein_coding-intron (FBgn0264493, intron 7 of 7)	-2402	FBgn0263414	FBgn0263414	FBtr0309198			CR43460			ncRNA
bam_atac.mRp.clN_peak_11900	3R	18433000	18433289	+	39	NA	exon (FBgn0051158, exon 15 of 15)	protein_coding-exon (FBgn0051158, exon 15 of 15)	-2063	FBgn0038993	FBgn0038993	FBtr0084269			CG13843			protein_coding
bam_atac.mRp.clN_peak_11532	3R	16012437	16012705	+	39	NA	Intergenic	Intergenic	17413	FBgn0038774	FBgn0038774	FBtr0083866			CG5023			protein_coding
bam_atac.mRp.clN_peak_2764	2L	21878958	21879229	+	39	NA	Intergenic	Intergenic	-15134	FBgn0264262	FBgn0264262	FBtr0331274			CR43762			ncRNA
bam_atac.mRp.clN_peak_13310	4	525802	526022	+	39	NA	intron (FBgn0004607, intron 2 of 12)	protein_coding-intron (FBgn0004607, intron 2 of 13)	3476	FBgn0004607	FBgn0004607	FBtr0332913			zfh2			protein_coding
bam_atac.mRp.clN_peak_574	2L	4615864	4616143	+	39	NA	Intergenic	Intergenic	-24040	FBgn0053196	FBgn0053196	FBtr0332355			dp			protein_coding
bam_atac.mRp.clN_peak_4696	2R	11586484	11586731	+	39	NA	exon (FBgn0050080, exon 4 of 4)	protein_coding-exon (FBgn0050080, exon 4 of 4)	123	FBgn0261538	FBgn0261538	FBtr0309868			CG42662			protein_coding
bam_atac.mRp.clN_peak_2334	2L	18743062	18743280	+	39	NA	Intergenic	Intergenic	2813	FBgn0032709	FBgn0032709	FBtr0081101			CG15167			protein_coding
bam_atac.mRp.clN_peak_9245	3L	23813350	23813694	+	39	NA	Intergenic	Intergenic	36191	FBgn0264699	FBgn0264699	FBtr0333915			CG43968			protein_coding
bam_atac.mRp.clN_peak_1183	2L	8915783	8916013	+	39	NA	exon (FBgn0085427, exon 2 of 11)	protein_coding-exon (FBgn0085427, exon 2 of 11)	17094	FBgn0085427	FBgn0085427	FBtr0303889			CG34398			protein_coding
bam_atac.mRp.clN_peak_3888	2R	6074140	6074456	+	39	NA	intron (FBgn0033494, intron 1 of 16)	protein_coding-intron (FBgn0033494, intron 1 of 16)	12898	FBgn0085250	FBgn0085250	FBtr0299834			CG34221			protein_coding
bam_atac.mRp.clN_peak_12032	3R	19430384	19430873	+	39	NA	TTS (FBgn0051145)	protein_coding-TTS (FBgn0051145)	581	FBgn0039094	FBgn0039094	FBtr0084481			CG10184			protein_coding
bam_atac.mRp.clN_peak_4455	2R	10012402	10012711	+	39	NA	intron (FBgn0040752, intron 1 of 11)	protein_coding-intron (FBgn0040752, intron 1 of 11)	15847	FBgn0040752	FBgn0040752	FBtr0087601			Prosap			protein_coding
bam_atac.mRp.clN_peak_297	2L	2334833	2335211	+	39	NA	intron (FBgn0031413, intron 1 of 6)	protein_coding-intron (FBgn0031413, intron 1 of 5)	22334	FBgn0031413	FBgn0031413	FBtr0077799			CG9967			protein_coding
bam_atac.mRp.clN_peak_6966	3L	7279966	7280268	+	39	NA	intron (FBgn0035756, intron 3 of 12)	protein_coding-intron (FBgn0035756, intron 3 of 12)	-23097	FBgn0035755	FBgn0035755	FBtr0309299			CG14830			protein_coding
bam_atac.mRp.clN_peak_2019	2L	16008189	16008475	+	39	NA	intron (FBgn0028644, intron 1 of 7)	protein_coding-intron (FBgn0028644, intron 1 of 7)	-2053	FBgn0051820	FBgn0051820	FBtr0305220			CG31820			protein_coding
bam_atac.mRp.clN_peak_14511	X	12975601	12976058	+	39	NA	exon (FBgn0010303, exon 8 of 10)	protein_coding-exon (FBgn0010303, exon 8 of 10)	8637	FBgn0010303	FBgn0010303	FBtr0073748			hep			protein_coding
bam_atac.mRp.clN_peak_14271	X	9755613	9755837	+	39	NA	Intergenic	Intergenic	-3526	FBgn0019929	FBgn0019929	FBtr0071387			Ser7			protein_coding
bam_atac.mRp.clN_peak_4155	2R	7765622	7765926	+	39	NA	exon (FBgn0033661, exon 7 of 13)	protein_coding-exon (FBgn0033661, exon 7 of 13)	7281	FBgn0033661	FBgn0033661	FBtr0310323			CG13185			protein_coding
bam_atac.mRp.clN_peak_4620	2R	11105867	11106087	+	39	NA	promoter-TSS (FBgn0034002)	protein_coding-promoter-TSS (FBgn0034002)	91	FBgn0034002	FBgn0034002	FBtr0087368			CG8079			protein_coding
bam_atac.mRp.clN_peak_2745	2L	21703153	21703525	+	39	NA	intron (FBgn0051619, intron 6 of 19)	protein_coding-intron (FBgn0051619, intron 6 of 18)	19157	FBgn0051619	FBgn0051619	FBtr0307497			CG31619			protein_coding
bam_atac.mRp.clN_peak_7999	3L	15187432	15187876	+	39	NA	Intergenic	Intergenic	-13290	FBgn0036490	FBgn0036490	FBtr0075644			CG6888			protein_coding
bam_atac.mRp.clN_peak_9177	3L	23275693	23276016	+	39	NA	intron (FBgn0037212, intron 10 of 10)	protein_coding-intron (FBgn0037212, intron 11 of 11)	55346	FBgn0010215	FBgn0010215	FBtr0070038			alpha-Cat			protein_coding
bam_atac.mRp.clN_peak_8454	3L	18208889	18209426	+	39	NA	Intergenic	Intergenic	14563	FBgn0036782	FBgn0036782	FBtr0310156			CG7320			protein_coding
bam_atac.mRp.clN_peak_10702	3R	9878860	9879212	+	39	NA	Intergenic	Intergenic	-3654	FBgn0038197	FBgn0038197	FBtr0305052			foxo			protein_coding
bam_atac.mRp.clN_peak_9243	3L	23783520	23783983	+	39	NA	Intergenic	Intergenic	6420	FBgn0264699	FBgn0264699	FBtr0333915			CG43968			protein_coding
bam_atac.mRp.clN_peak_10683	3R	9785344	9785948	+	39	NA	TTS (FBgn0038191)	protein_coding-TTS (FBgn0038191)	1173	FBgn0016672	FBgn0016672	FBtr0082865			Ipp			protein_coding
bam_atac.mRp.clN_peak_12995	3R	26539605	26540118	+	39	NA	Intergenic	Intergenic	-8046	FBgn0051010	FBgn0051010	FBtr0085725			CG31010			protein_coding
bam_atac.mRp.clN_peak_3442	2R	3093937	3094330	+	39	NA	intron (FBgn0003090, intron 2 of 6)	protein_coding-intron (FBgn0003090, intron 1 of 5)	19366	FBgn0003090	FBgn0003090	FBtr0089044			pk			protein_coding
bam_atac.mRp.clN_peak_7682	3L	12613501	12614285	+	39	NA	exon (FBgn0015919, exon 5 of 5)	protein_coding-exon (FBgn0015919, exon 5 of 5)	-7143	FBgn0052111	FBgn0052111	FBtr0309060			CG32111			protein_coding
bam_atac.mRp.clN_peak_13054	3R	26934337	26935019	+	39	NA	exon (FBgn0039818, exon 1 of 2)	protein_coding-exon (FBgn0039818, exon 1 of 2)	232	FBgn0039818	FBgn0039818	FBtr0085739			CG11318			protein_coding
bam_atac.mRp.clN_peak_2473	2L	19722762	19723056	+	39	NA	intron (FBgn0000464, intron 15 of 19)	protein_coding-intron (FBgn0000464, intron 12 of 16)	12811	FBgn0032815	FBgn0032815	FBtr0331244			CG10462			protein_coding
bam_atac.mRp.clN_peak_4136	2R	7667650	7668094	+	39	NA	intron (FBgn0033652, intron 1 of 3)	protein_coding-intron (FBgn0033652, intron 1 of 3)	1789	FBgn0260007	FBgn0260007	FBtr0300507			CG42493			protein_coding
bam_atac.mRp.clN_peak_8710	3L	20249135	20249669	+	39	NA	exon (FBgn0036960, exon 2 of 3)	protein_coding-exon (FBgn0036960, exon 2 of 3)	-4560	FBgn0004366	FBgn0004366	FBtr0074832			rdgC			protein_coding
bam_atac.mRp.clN_peak_14247	X	9471911	9472283	+	39	NA	intron (FBgn0052699, intron 1 of 7)	protein_coding-intron (FBgn0052699, intron 1 of 6)	1911	FBgn0052699	FBgn0052699	FBtr0071369			CG32699			protein_coding
bam_atac.mRp.clN_peak_11102	3R	12735481	12735777	+	39	NA	intron (FBgn0263610, intron 1 of 7)	ncRNA-intron (FBgn0263610, intron 1 of 7)	13326	FBgn0263610	FBgn0263610	FBtr0306339			msa			ncRNA
bam_atac.mRp.clN_peak_4472	2R	10103026	10103814	+	39	NA	promoter-TSS (FBgn0262407)	pre_miRNA-promoter-TSS (FBgn0262407)	-92	FBgn0262407	FBgn0262407	FBtr0304328			mir-308			pre_miRNA
bam_atac.mRp.clN_peak_3141	2R	1249077	1249590	+	39	NA	exon (FBgn0033021, exon 3 of 5)	protein_coding-exon (FBgn0033021, exon 3 of 5)	1272	FBgn0033021	FBgn0033021	FBtr0086092			CG10417			protein_coding
bam_atac.mRp.clN_peak_14087	X	7514277	7514532	+	39	NA	intron (FBgn0004198, intron 1 of 6)	protein_coding-intron (FBgn0004198, intron 1 of 6)	11223	FBgn0004198	FBgn0004198	FBtr0071069			ct			protein_coding
bam_atac.mRp.clN_peak_12677	3R	24128275	24128705	+	39	NA	TTS (FBgn0039577)	protein_coding-TTS (FBgn0039577)	1837	FBgn0039577	FBgn0039577	FBtr0301672			CG12516			protein_coding
bam_atac.mRp.clN_peak_294	2L	2307749	2308730	+	39	NA	TTS (FBgn0031413)	protein_coding-TTS (FBgn0031413)	291	FBgn0031412	FBgn0031412	FBtr0077758			CG16995			protein_coding
bam_atac.mRp.clN_peak_7871	3L	14233909	14234130	+	39	NA	Intergenic	Intergenic	4284	FBgn0036417	FBgn0036417	FBtr0075741			CG7906			protein_coding
bam_atac.mRp.clN_peak_14219	X	9088357	9088571	+	39	NA	TTS (FBgn0030099)	protein_coding-TTS (FBgn0030099)	533	FBgn0030100	FBgn0030100	FBtr0071306			CG12106			protein_coding
bam_atac.mRp.clN_peak_13176	3R	27736150	27736869	+	39	NA	intron (FBgn0011224, intron 5 of 14)	protein_coding-intron (FBgn0011224, intron 4 of 13)	70382	FBgn0011224	FBgn0011224	FBtr0300265			heph			protein_coding
bam_atac.mRp.clN_peak_9908	3R	3883153	3883747	+	39	NA	Intergenic	Intergenic	-1556	FBgn0037546	FBgn0037546	FBtr0081789			CG7918			protein_coding
bam_atac.mRp.clN_peak_4528	2R	10470350	10471437	+	39	NA	exon (FBgn0020245, exon 8 of 10)	protein_coding-exon (FBgn0020245, exon 8 of 10)	-7617	FBgn0010397	FBgn0010397	FBtr0333166			LamC			protein_coding
bam_atac.mRp.clN_peak_8326	3L	17462333	17462667	+	39	NA	promoter-TSS (FBgn0036727)	protein_coding-promoter-TSS (FBgn0036727)	-727	FBgn0036727	FBgn0036727	FBtr0075221			CG7589			protein_coding
bam_atac.mRp.clN_peak_11823	3R	17930671	17931003	+	39	NA	exon (FBgn0038931, exon 3 of 3)	protein_coding-exon (FBgn0038931, exon 3 of 3)	1701	FBgn0038931	FBgn0038931	FBtr0084181			CG13407			protein_coding
bam_atac.mRp.clN_peak_14927	X	18311615	18311849	+	39	NA	TTS (FBgn0030918)	protein_coding-TTS (FBgn0030918)	2186	FBgn0030918	FBgn0030918	FBtr0074560			CG15056			protein_coding
bam_atac.mRp.clN_peak_2537	2L	20235888	20236166	+	39	NA	Intergenic	Intergenic	-12196	FBgn0259996	FBgn0259996	FBtr0302056			CG40341			protein_coding
bam_atac.mRp.clN_peak_11716	3R	17237361	17237729	+	39	NA	intron (FBgn0008651, intron 1 of 3)	protein_coding-intron (FBgn0008651, intron 1 of 2)	2700	FBgn0051438	FBgn0051438	FBtr0084090			CheB93b			protein_coding
bam_atac.mRp.clN_peak_5041	2R	14374836	14375264	+	39	NA	intron (FBgn0028496, intron 2 of 18)	protein_coding-intron (FBgn0028496, intron 2 of 18)	10446	FBgn0028496	FBgn0028496	FBtr0086720			CG30116			protein_coding
bam_atac.mRp.clN_peak_403	2L	3115227	3115464	+	39	NA	intron (FBgn0015600, intron 3 of 10)	protein_coding-intron (FBgn0015600, intron 3 of 10)	5673	FBgn0005779	FBgn0005779	FBtr0077660			PpD6			protein_coding
bam_atac.mRp.clN_peak_13833	X	4080857	4081203	+	39	NA	intron (FBgn0000635, intron 2 of 6)	protein_coding-intron (FBgn0000635, intron 2 of 9)	19093	FBgn0000635	FBgn0000635	FBtr0070667			Fas2			protein_coding
bam_atac.mRp.clN_peak_6920	3L	6926459	6926681	+	39	NA	exon (FBgn0035718, exon 2 of 5)	protein_coding-exon (FBgn0035718, exon 2 of 5)	544	FBgn0035718	FBgn0035718	FBtr0076894			CG14820			protein_coding
bam_atac.mRp.clN_peak_786	2L	6120637	6121221	+	39	NA	TTS (FBgn0051642)	protein_coding-TTS (FBgn0051642)	2417	FBgn0051642	FBgn0051642	FBtr0079199			CG31642			protein_coding
bam_atac.mRp.clN_peak_1595	2L	12289564	12289928	+	39	NA	intron (FBgn0000114, intron 2 of 6)	protein_coding-intron (FBgn0000114, intron 5 of 11)	-49102	FBgn0051862	FBgn0051862	FBtr0080350			CG31862			protein_coding
bam_atac.mRp.clN_peak_5301	2R	16288575	16288802	+	39	NA	Intergenic	Intergenic	-23152	FBgn0086604	FBgn0086604	FBtr0112774			CG12484			protein_coding
bam_atac.mRp.clN_peak_11230	3R	13647046	13647457	+	39	NA	intron (FBgn0261649, intron 2 of 9)	protein_coding-intron (FBgn0261649, intron 2 of 9)	9985	FBgn0261649	FBgn0261649	FBtr0304905			tinc			protein_coding
bam_atac.mRp.clN_peak_2977	2R	307334	307795	+	39	NA	intron (FBgn0260798, intron 7 of 15)	protein_coding-intron (FBgn0260798, intron 6 of 14)	50994	FBgn0260798	FBgn0260798	FBtr0302242			Gprk1			protein_coding
bam_atac.mRp.clN_peak_3797	2R	5420361	5420944	+	39	NA	intron (FBgn0259246, intron 13 of 18)	protein_coding-intron (FBgn0259246, intron 15 of 21)	14988	FBgn0033421	FBgn0033421	FBtr0088547			CG1888			protein_coding
bam_atac.mRp.clN_peak_2526	2L	20143080	20143361	+	39	NA	Intergenic	Intergenic	-8297	FBgn0032853	FBgn0032853	FBtr0081378			CG10651			protein_coding
bam_atac.mRp.clN_peak_1641	2L	12593976	12594610	+	39	NA	exon (FBgn0085424, exon 2 of 6)	protein_coding-exon (FBgn0085424, exon 2 of 6)	-24055	FBgn0085424	FBgn0085424	FBtr0112643			nub			protein_coding
bam_atac.mRp.clN_peak_232	2L	1723318	1723602	+	39	NA	intron (FBgn0031359, intron 1 of 6)	protein_coding-intron (FBgn0031359, intron 1 of 6)	928	FBgn0031359	FBgn0031359	FBtr0077910			CG18317			protein_coding
bam_atac.mRp.clN_peak_8774	3L	20661865	20662374	+	39	NA	Intergenic	Intergenic	26359	FBgn0001320	FBgn0001320	FBtr0078283			kni			protein_coding
bam_atac.mRp.clN_peak_7722	3L	12923238	12923564	+	39	NA	Intergenic	Intergenic	-16655	FBgn0052115	FBgn0052115	FBtr0075904			CG32115			protein_coding
bam_atac.mRp.clN_peak_5130	2R	14884835	14885080	+	39	NA	exon (FBgn0034412, exon 6 of 13)	protein_coding-exon (FBgn0034412, exon 6 of 13)	2756	FBgn0263473	FBgn0263473	FBtr0309772			snoRNA:abba-a			snoRNA
bam_atac.mRp.clN_peak_6495	3L	3578366	3579574	+	39	NA	intron (FBgn0005640, intron 4 of 10)	protein_coding-intron (FBgn0005640, intron 3 of 10)	-14853	FBgn0053504	FBgn0053504	FBtr0100848			snRNA:U7			snRNA
bam_atac.mRp.clN_peak_6065	3L	593177	593470	+	39	NA	promoter-TSS (FBgn0035145)	protein_coding-promoter-TSS (FBgn0035145)	-869	FBgn0035145	FBgn0035145	FBtr0072555			MED14			protein_coding
bam_atac.mRp.clN_peak_659	2L	5254711	5254952	+	39	NA	intron (FBgn0003716, intron 1 of 3)	protein_coding-intron (FBgn0003716, intron 1 of 3)	-9170	FBgn0031693	FBgn0031693	FBtr0079066			Cyp4ac1			protein_coding
bam_atac.mRp.clN_peak_10839	3R	10828834	10829375	+	39	NA	Intergenic	Intergenic	-11388	FBgn0038280	FBgn0038280	FBtr0083023			CG14861			protein_coding
bam_atac.mRp.clN_peak_2862	2L	22483237	22484005	+	39	NA	Intergenic	Intergenic	11139	FBgn0040011	FBgn0040011	FBtr0302387			CG17494			protein_coding
bam_atac.mRp.clN_peak_6555	3L	4013610	4014166	+	39	NA	Intergenic	Intergenic	-4990	FBgn0004895	FBgn0004895	FBtr0073192			fd64A			protein_coding
bam_atac.mRp.clN_peak_13488	X	616660	617070	+	39	NA	intron (FBgn0021764, intron 3 of 14)	protein_coding-intron (FBgn0021764, intron 3 of 14)	28465	FBgn0029531	FBgn0029531	FBtr0070150			CG13362			protein_coding
bam_atac.mRp.clN_peak_3916	2R	6265702	6266068	+	39	NA	exon (FBgn0033515, exon 1 of 1)	protein_coding-exon (FBgn0033515, exon 1 of 1)	1729	FBgn0033515	FBgn0033515	FBtr0088323			Ir47a			protein_coding
bam_atac.mRp.clN_peak_1149	2L	8553502	8554346	+	39	NA	intron (FBgn0011259, intron 2 of 20)	protein_coding-intron (FBgn0011259, intron 2 of 21)	10594	FBgn0011259	FBgn0011259	FBtr0329930			Sema-1a			protein_coding
bam_atac.mRp.clN_peak_10259	3R	6277067	6277343	+	39	NA	Intergenic	Intergenic	16694	FBgn0037817	FBgn0037817	FBtr0301283			Cyp12e1			protein_coding
bam_atac.mRp.clN_peak_3246	2R	1953123	1953601	+	39	NA	intron (FBgn0033058, intron 4 of 6)	protein_coding-intron (FBgn0033058, intron 4 of 7)	-6299	FBgn0033056	FBgn0033056	FBtr0086024			CG7856			protein_coding
bam_atac.mRp.clN_peak_8782	3L	20694776	20695266	+	39	NA	Intergenic	Intergenic	-6543	FBgn0001320	FBgn0001320	FBtr0078283			kni			protein_coding
bam_atac.mRp.clN_peak_901	2L	6951421	6951764	+	39	NA	intron (FBgn0020616, intron 4 of 9)	protein_coding-intron (FBgn0020616, intron 4 of 9)	1152	FBgn0020616	FBgn0020616	FBtr0079349			SA			protein_coding
bam_atac.mRp.clN_peak_8725	3L	20347063	20347521	+	39	NA	TTS (FBgn0036974)	protein_coding-TTS (FBgn0036974)	272	FBgn0036975	FBgn0036975	FBtr0331820			CG5618			protein_coding
bam_atac.mRp.clN_peak_12881	3R	25751530	25752233	+	39	NA	promoter-TSS (FBgn0003358)	protein_coding-promoter-TSS (FBgn0003358)	30	FBgn0003358	FBgn0003358	FBtr0085511			Jon99Ci			protein_coding
bam_atac.mRp.clN_peak_11872	3R	18275520	18275738	+	39	NA	intron (FBgn0085405, intron 1 of 2)	protein_coding-intron (FBgn0085405, intron 1 of 2)	1867	FBgn0085405	FBgn0085405	FBtr0112608			CG34376			protein_coding
bam_atac.mRp.clN_peak_813	2L	6361673	6362031	+	39	NA	Intergenic	Intergenic	-3617	FBgn0031804	FBgn0031804	FBtr0079280			CG9500			protein_coding
bam_atac.mRp.clN_peak_10765	3R	10323872	10324153	+	39	NA	Intergenic	Intergenic	13422	FBgn0038233	FBgn0038233	FBtr0082987			HtrA2			protein_coding
bam_atac.mRp.clN_peak_14977	X	18818177	18818424	+	39	NA	Intergenic	Intergenic	-6068	FBgn0264090	FBgn0264090	FBtr0331157			CG43759			protein_coding
bam_atac.mRp.clN_peak_8436	3L	18112964	18113467	+	39	NA	TTS (FBgn0052195)	protein_coding-TTS (FBgn0052195)	1874	FBgn0262100	FBgn0262100	FBtr0304019			CG42853			protein_coding
bam_atac.mRp.clN_peak_352	2L	2826884	2827419	+	39	NA	intron (FBgn0031464, intron 2 of 9)	protein_coding-intron (FBgn0031464, intron 2 of 9)	-1645	FBgn0031465	FBgn0031465	FBtr0077723			CG3123			protein_coding
bam_atac.mRp.clN_peak_14805	X	16715561	16716153	+	39	NA	intron (FBgn0030796, intron 1 of 6)	protein_coding-intron (FBgn0030796, intron 1 of 6)	10124	FBgn0030796	FBgn0030796	FBtr0112994			CG4829			protein_coding
bam_atac.mRp.clN_peak_6511	3L	3709681	3709960	+	39	NA	Intergenic	Intergenic	-4207	FBgn0262535	FBgn0262535	FBtr0308636			CG43089			protein_coding
bam_atac.mRp.clN_peak_4365	2R	9424494	9424775	+	39	NA	TTS (FBgn0033853)	protein_coding-TTS (FBgn0033853)	-1012	FBgn0011896	FBgn0011896	FBtr0087688			tRNA:K2:50C			tRNA
bam_atac.mRp.clN_peak_3564	2R	3783368	3783779	+	39	NA	intron (FBgn0050377, intron 2 of 4)	protein_coding-intron (FBgn0050377, intron 2 of 4)	5993	FBgn0050377	FBgn0050377	FBtr0088844			CG30377			protein_coding
bam_atac.mRp.clN_peak_11342	3R	14597870	14598573	+	39	NA	intron (FBgn0038652, intron 2 of 10)	protein_coding-intron (FBgn0038652, intron 2 of 10)	-13626	FBgn0038651	FBgn0038651	FBtr0305051			CG14299			protein_coding
bam_atac.mRp.clN_peak_15227	X	21843947	21844230	+	39	NA	Intergenic	Intergenic	-2502	FBgn0031183	FBgn0031183	FBtr0077344			CG14621			protein_coding
bam_atac.mRp.clN_peak_4006	2R	6853049	6853401	+	39	NA	Intergenic	Intergenic	-24019	FBgn0033574	FBgn0033574	FBtr0088211			Spn47C			protein_coding
bam_atac.mRp.clN_peak_10615	3R	9242472	9242851	+	39	NA	Intergenic	Intergenic	-1655	FBgn0041711	FBgn0041711	FBtr0082757			yellow-e			protein_coding
bam_atac.mRp.clN_peak_11686	3R	17060683	17061146	+	39	NA	intron (FBgn0000527, intron 1 of 6)	protein_coding-intron (FBgn0000527, intron 1 of 6)	1986	FBgn0000527	FBgn0000527	FBtr0084106			e			protein_coding
bam_atac.mRp.clN_peak_1552	2L	11850991	11851546	+	39	NA	exon (FBgn0032382, exon 2 of 6)	protein_coding-exon (FBgn0032382, exon 2 of 6)	961	FBgn0032382	FBgn0032382	FBtr0303221			Mal-B2			protein_coding
bam_atac.mRp.clN_peak_9710	3R	2236372	2236596	+	39	NA	intron (FBgn0264495, intron 2 of 9)	protein_coding-intron (FBgn0264495, intron 2 of 8)	3905	FBgn0264495	FBgn0264495	FBtr0303788			gpp			protein_coding
bam_atac.mRp.clN_peak_12502	3R	22601858	22602408	+	39	NA	Intergenic	Intergenic	7797	FBgn0261860	FBgn0261860	FBtr0310471			CG42789			protein_coding
bam_atac.mRp.clN_peak_5679	2R	19113657	19114211	+	39	NA	Intergenic	Intergenic	-6215	FBgn0034835	FBgn0034835	FBtr0071999			CG3092			protein_coding
bam_atac.mRp.clN_peak_1853	2L	14318270	14318916	+	38	NA	intron (FBgn0261563, intron 2 of 13)	protein_coding-intron (FBgn0261563, intron 4 of 15)	-9836	FBgn0261529	FBgn0261529	FBtr0080623			ms(2)34Fe			protein_coding
bam_atac.mRp.clN_peak_2639	2L	20963730	20964156	+	38	NA	Intergenic	Intergenic	5024	FBgn0250867	FBgn0250867	FBtr0331200			CG42238			protein_coding
bam_atac.mRp.clN_peak_3631	2R	4263314	4263669	+	38	NA	intron (FBgn0261588, intron 2 of 10)	protein_coding-intron (FBgn0261588, intron 2 of 10)	4913	FBgn0033287	FBgn0033287	FBtr0088740			CG8701			protein_coding
bam_atac.mRp.clN_peak_12451	3R	22250777	22251073	+	38	NA	promoter-TSS (FBgn0051084)	ncRNA-promoter-TSS (FBgn0051084)	-110	FBgn0040606	FBgn0040606	FBtr0309031			CG6503			protein_coding
bam_atac.mRp.clN_peak_10695	3R	9834420	9834890	+	38	NA	intron (FBgn0264493, intron 2 of 8)	protein_coding-intron (FBgn0264493, intron 2 of 8)	17026	FBgn0264493	FBgn0264493	FBtr0301632			rdx			protein_coding
bam_atac.mRp.clN_peak_9752	3R	2518712	2518980	+	38	NA	exon (FBgn0004780, exon 2 of 2)	protein_coding-exon (FBgn0004780, exon 2 of 2)	392	FBgn0004780	FBgn0004780	FBtr0081690			Ccp84Ad			protein_coding
bam_atac.mRp.clN_peak_648	2L	5158739	5160148	+	38	NA	exon (FBgn0261836, exon 6 of 6)	protein_coding-exon (FBgn0261836, exon 6 of 6)	7694	FBgn0261836	FBgn0261836	FBtr0303384			Msp-300			protein_coding
bam_atac.mRp.clN_peak_11194	3R	13392407	13392770	+	38	NA	intron (FBgn0264005, intron 2 of 2)	protein_coding-intron (FBgn0264005, intron 2 of 2)	7936	FBgn0264005	FBgn0264005	FBtr0330386			Hmx			protein_coding
bam_atac.mRp.clN_peak_11896	3R	18421786	18422083	+	38	NA	intron (FBgn0051158, intron 1 of 14)	protein_coding-intron (FBgn0051158, intron 1 of 14)	8457	FBgn0051158	FBgn0051158	FBtr0113396			Efa6			protein_coding
bam_atac.mRp.clN_peak_9688	3R	2095834	2096164	+	38	NA	Intergenic	Intergenic	-1589	FBgn0037418	FBgn0037418	FBtr0078614			Osi11			protein_coding
bam_atac.mRp.clN_peak_1152	2L	8575873	8576770	+	38	NA	intron (FBgn0011259, intron 3 of 20)	protein_coding-intron (FBgn0011259, intron 3 of 21)	5433	FBgn0051895	FBgn0051895	FBtr0079692			tRNA:CR31895			tRNA
bam_atac.mRp.clN_peak_13435	4	1275991	1276446	+	38	NA	TTS (FBgn0053653)	protein_coding-TTS (FBgn0053653)	41655	FBgn0053653	FBgn0053653	FBtr0307334			Caps			protein_coding
bam_atac.mRp.clN_peak_4406	2R	9745952	9746466	+	38	NA	promoter-TSS (FBgn0263697)	protein_coding-promoter-TSS (FBgn0263697)	13	FBgn0086356	FBgn0086356	FBtr0087641			tum			protein_coding
bam_atac.mRp.clN_peak_6131	3L	990539	990768	+	38	NA	exon (FBgn0264574, exon 11 of 11)	protein_coding-exon (FBgn0264574, exon 11 of 11)	-3330	FBgn0035179	FBgn0035179	FBtr0072619			CG12038			protein_coding
bam_atac.mRp.clN_peak_1827	2L	14184375	14184893	+	38	NA	exon (FBgn0016930, exon 10 of 10)	protein_coding-exon (FBgn0016930, exon 10 of 10)	-3953	FBgn0263038	FBgn0263038	FBtr0306927			CG43333			protein_coding
bam_atac.mRp.clN_peak_12690	3R	24259383	24259912	+	38	NA	intron (FBgn0039584, intron 1 of 6)	protein_coding-intron (FBgn0039584, intron 1 of 6)	15717	FBgn0039584	FBgn0039584	FBtr0085289			beat-VI			protein_coding
bam_atac.mRp.clN_peak_13239	4	178375	178839	+	38	NA	exon (FBgn0053978, exon 12 of 12)	protein_coding-exon (FBgn0053978, exon 12 of 12)	-1879	FBgn0051997	FBgn0051997	FBtr0089154			CG31997			protein_coding
